"","term","coef_model1","coef_model2","coef_diff","se_diff","z_value","p_value","ci_lower_95","ci_upper_95","ci_lower_99","ci_upper_99"
"1","(Intercept)",-5.47033761312095,1.50256315132626,-6.97290076444721,0.0428461511315978,-162.742757057235,0,-7.05687922066514,-6.88892230822928,-7.08327244976221,-6.86252907913222
"2","sentiment_prob_pos",0.137450317382087,0.0436049358623564,0.0938453815197302,0.0119902193249537,7.82682776489514,5.10702591327572e-15,0.0703445516428209,0.11734621139664,0.0629585765386494,0.124732186500811
"3","sentiment_prob_neg",-0.0357588142268848,-0.0425828562025785,0.00682404197569365,0.014735652053028,0.463097387963324,0.643294562202625,-0.0220578360482412,0.0357059199996285,-0.0311349977129064,0.0447830816642937
"4","lexdiv_cttr",0.548156939762025,-0.0313141452463192,0.579471085008344,0.0295508845568189,19.6092636040782,0,0.521551351276979,0.637390818739709,0.503348006389978,0.655594163626709
"5","num_punct",-0.048163487547293,0.0676225567149796,-0.115786044262273,0.0237517020529392,-4.87485250548368,1.08889781635924e-06,-0.162339380286033,-0.0692327082385117,-0.176970428750644,-0.0546016597739011
"6","num_sentences",0.083357315503534,-0.0508245685256784,0.134181884029212,0.0172147780609738,7.79457530930387,6.43929354282591e-15,0.100440919029704,0.167922849028721,0.0898366157441439,0.178527152314281
"7","SMOG_readability",0.133732515637821,-0.0224378912101068,0.156170406847928,0.0212739150160372,7.34093403730344,2.12052597703405e-13,0.114473533416495,0.197867280279361,0.101368801766616,0.21097201192924
"8","second_personTRUE",0.217438679842304,-0.216592569553704,0.434031249396008,0.0611881453650103,7.09338789085449,1.30873090142813e-12,0.314102484480588,0.553960014311428,0.276410586935741,0.591651911856274
"9","user_follower",0.10267927137768,0.164424992463803,-0.0617457210861231,0.0133574251998891,-4.62257659407562,3.79002800698913e-06,-0.0879262744779058,-0.0355651676943405,-0.0961544484010374,-0.0273369937712088
"10","cosine_1",-0.021127347255706,0.041975543291797,-0.063102890547503,0.0113427262959613,-5.5632913023716,2.64733421850849e-08,-0.0853346340875871,-0.0408711470074189,-0.0923217534858992,-0.0338840276091067
"11","hours_since_article",-1.1905708314729,0.0331725578478964,-1.22374338932079,0.0235321437443911,-52.0030560161981,0,-1.2698663910598,-1.17762038758179,-1.28436219160635,-1.16312458703524
"12","votes_pos_mean",0.200885931799568,0.374775622168128,-0.17388969036856,0.0151266428175206,-11.4955904271866,0,-0.2035379102909,-0.14424147044622,-0.212855922266493,-0.134923458470627
"13","votes_neg_mean",0.0694869154938988,-0.685872855575482,0.755359771069381,0.0161008364967164,46.9143184718029,0,0.723802131535817,0.786917410602946,0.71388401625384,0.796835525884923
"14","article_comments",-0.103838324547598,0.0427922501164861,-0.146630574664085,0.0149759179697151,-9.79109093416554,0,-0.175983373884726,-0.117277775443443,-0.185208539354071,-0.108052609974098
"15","factor(genre1)/diestandard",0.832487470325595,-0.0542788907674821,0.886766361093077,0.101623807498146,8.72597064530628,0,0.687583698396711,1.08594902378944,0.624983432977853,1.1485492892083
"16","factor(genre1)/diskurs",0.147782522815373,0.215758178287755,-0.0679756554723818,0.0574208052161488,-1.18381578273766,0.236485993216288,-0.180520433696033,0.04456912275127,-0.215891649709181,0.0799403387644177
"17","factor(genre1)/etat",0.229725646535813,0.0678086259632915,0.161917020572521,0.0699125043293329,2.31599514458512,0.0205585337989029,0.0248885120870287,0.298945529058014,-0.0181775905798404,0.342011631724883
"18","factor(genre1)/international",0.195475608071665,0.0565230507871481,0.138952557284517,0.0516088857658704,2.69241537038585,0.0070936536329762,0.0377991411834112,0.240105973385623,0.00600806755163497,0.271897047017399
"19","factor(genre1)/kultur",0.495872735646217,0.163640759907988,0.332231975738229,0.0777383231152257,4.27372192278687,1.92236762444065e-05,0.179864862432387,0.484599089044071,0.131978055393408,0.53248589608305
"20","factor(genre1)/lifestyle",0.843797521075868,0.116702721856263,0.727094799219605,0.0664952961990011,10.9345298206301,0,0.596764018669563,0.857425579769647,0.555802916210979,0.898386682228232
"21","factor(genre1)/panorama",0.347694824104202,0.0738111104438739,0.273883713660328,0.0545838176360006,5.0176723710818,5.2301269670707e-07,0.166899431093767,0.380867996226889,0.13327579942999,0.414491627890665
"22","factor(genre1)/podcast",0.446648474863455,0.11252851273215,0.334119962131305,0.169486768393292,1.97136310579704,0.0486823579206119,0.00192589608045224,0.666314028182158,-0.102477953249816,0.770717877512426
"23","factor(genre1)/recht",0.240639895495071,0.0371301002768469,0.203509795218224,0.189711772174878,1.07273150677558,0.283391599757337,-0.168325278244538,0.575344868680985,-0.285187729904263,0.692207320340711
"24","factor(genre1)/sport",0.545943531529167,0.0611669392917966,0.484776592237371,0.0635151896661648,7.63245130472493,2.30926389122033e-14,0.360286820491688,0.609266363983053,0.32116146365733,0.648391720817411
"25","factor(genre1)/video",0.670631112021411,0.0954334690164669,0.575197643004944,0.11859456431988,4.85011810029917,1.2338798567324e-06,0.342752296937979,0.807642989071909,0.269698045316933,0.880697240692955
"26","factor(genre1)/web",0.624644438249058,0.0601292710631608,0.564515167185897,0.0651292241464173,8.66761695052298,0,0.436861887858919,0.692168446512875,0.396742285784726,0.732288048587068
"27","factor(genre1)/wirtschaft",0.175940587800265,-0.0105824311819275,0.186523018982192,0.0542879031799372,3.43581181177622,0.000590781187595368,0.0801187287495152,0.292927309214869,0.0466773803906739,0.326368657573711
"28","factor(genre1)/wissenschaft",1.31624697113383,0.138060355370408,1.17818661576342,0.0701286623235935,16.8003577528248,0,1.04073443760917,1.31563879391766,0.997535181617841,1.35883804990899
